ID,CRM_ID,NAME,GENDER,EMAIL_ADDRESS,PHONE_NUMBER,SOCIAL_SECURITY_NUMBER,STREET_ADDRESS,CITY,STATE,STATE_CODE,ZIP_CODE,EDUCATION,EMPLOYMENT_STATUS,MARITAL_STATUS,RESIDENCE,YRS_AT_CURRENT_ADDRESS,YRS_WITH_CURRENT_EMPLOYER,INCOME,NUMBER_OF_CARDS,CREDITCARD_DEBT,LOANS,CREDIT_SCORE
201245,C006245,Ansley Frami,Male,ansley.frami1245@mortgage-demo.local,916-555-2245,999-55-2245,8078 Lincoln Drive,Fontana,California,CA,92335,Doctor,Employed,Single,Owner Occupier,3,6,45061.24,1,1063.29,0,733
201246,C006246,Prudence Legros,Female,prudence.legros1246@syntheticmail.test,916-555-2246,999-56-2246,243 Hillcrest Street,Yorba Linda,California,CA,42899,Bachelor,Employed,Married,Public Housing,5,15,47398.63,1,1227.66,1,546
201247,C006247,Braeden Fisher,Female,braeden.fisher1247@example.com,310-555-2247,999-57-2247,4897 Pine Avenue,Belmont,California,CA,43749,College,Employed,Married,Owner Occupier,11,11,47838.96,3,1303.38,0,538
201248,C006248,Jonatan Jurgensen,Female,jonatan.jurgensen1248@syntheticmail.test,714-555-2248,999-58-2248,2955 Lincoln Avenue,Roseville,California,CA,95661,High School or Below,Employed,Married,Owner Occupier,9,0,53746.53,3,786.62,0,706
201249,C006249,Marie Abshire,Male,marie.abshire1249@syntheticmail.test,714-555-2249,999-59-2249,9837 Maple Court,Long Beach,California,CA,40758,College,Employed,Married,Owner Occupier,11,15,48918.57,2,851.16,0,548
201250,C006250,Kania Kulas,Female,kania.kulas1250@syntheticmail.test,415-555-2250,999-60-2250,1007 Market Lane,Palm Springs,California,CA,92262,Bachelor,Employed,Divorced,Public Housing,27,14,59168.83,2,2041.48,0,486
201251,C006251,Werner Marks,Female,werner.marks1251@samplemail.test,310-555-2251,999-61-2251,9914 Hillcrest Boulevard,Truckee,California,CA,96161,College,Unemployed,Single,Public Housing,18,2,52335.23,2,2489.33,1,795
201252,C006252,Kelvin Ovitz,Male,kelvin.ovitz1252@example.com,626-555-2252,999-62-2252,5885 Market Road,Chino Hills,California,CA,50318,Master,Employed,Divorced,Owner Occupier,13,14,45762.56,3,1583.38,2,767
201253,C006253,Emelda Monahan,Female,emelda.monahan1253@mortgage-demo.local,202-555-2253,999-63-2253,125 Cedar Road,San Diego,California,CA,92101,College,Unemployed,Single,Private Renting,33,18,52406.05,2,1178.28,0,772
201254,C006254,Ansley Waters,Female,ansley.waters1254@example.com,626-555-2254,999-64-2254,3012 Pine Court,San Jose,California,CA,44688,College,Employed,Divorced,Private Renting,10,11,49215.91,3,1471.97,0,706
201255,C006255,Einar Isenor,Male,einar.isenor1255@samplemail.test,949-555-2255,999-65-2255,3718 Oak Drive,Clovis,California,CA,93611,Master,Unemployed,Single,Owner Occupier,15,15,45070.0,2,232.98,0,790
201256,C006256,Oswald Ping,Female,oswald.ping1256@mortgage-demo.local,949-555-2256,999-66-2256,4016 River Avenue,Rancho Cucamonga,California,CA,39116,Bachelor,Unemployed,Single,Owner Occupier,7,14,47456.01,1,1096.4,1,732
201257,C006257,Claudia Bashirian,Male,claudia.bashirian1257@syntheticmail.test,202-555-2257,999-67-2257,6850 Maple Road,Costa Mesa,California,CA,92627,Master,Employed,Married,Private Renting,6,11,51784.91,2,1183.35,1,578
201258,C006258,Petronille Waggatt,Male,petronille.waggatt1258@example.com,202-555-2258,999-68-2258,6403 River Way,Santa Rosa,California,CA,53133,College,Unemployed,Married,Owner Occupier,11,12,49368.76,1,1804.06,1,645
201259,C006259,Juwan Zulauf,Female,juwan.zulauf1259@mortgage-demo.local,415-555-2259,999-69-2259,8399 Lincoln Boulevard,Sacramento,California,CA,95821,Bachelor,Employed,Married,Owner Occupier,0,14,52910.1,1,1733.22,2,458
201260,C006260,Barnie MacGinlay,Male,barnie.macginlay1260@samplemail.test,310-555-2260,999-70-2260,3987 Maple Lane,Tustin,California,CA,45304,Bachelor,Unemployed,Single,Owner Occupier,16,14,49753.05,3,1280.84,1,735
201261,C006261,Leanna Flatley,Male,leanna.flatley1261@syntheticmail.test,619-555-2261,999-71-2261,6763 Lincoln Street,Modesto,California,CA,49262,High School or Below,Unemployed,Single,Private Renting,18,13,46844.67,2,1289.16,0,770
201262,C006262,Brennan Bartell,Male,brennan.bartell1262@syntheticmail.test,949-555-2262,999-72-2262,3610 Lincoln Street,Huntington Beach,California,CA,42811,Bachelor,Medical Leave,Divorced,Private Renting,13,9,46827.46,2,1283.34,2,636
201263,C006263,Fred Ionn,Male,fred.ionn1263@mortgage-demo.local,805-555-2263,999-73-2263,8667 River Drive,Fontana,California,CA,43925,Doctor,Employed,Single,Public Housing,9,15,50517.3,2,1250.57,2,755
201264,C006264,Petronille Lindgren,Female,petronille.lindgren1264@samplemail.test,626-555-2264,999-74-2264,9298 Hillcrest Court,San Jose,California,CA,51110,College,Employed,Married,Public Housing,14,14,46534.37,2,1432.31,1,788
201265,C006265,Buck Quitzon,Male,buck.quitzon1265@samplemail.test,213-555-2265,999-75-2265,4218 Sunset Road,Petaluma,California,CA,37298,Bachelor,Medical Leave,Married,Private Renting,12,10,49398.29,2,997.5,1,657
201266,C006266,Wynnie Huc,Male,wynnie.huc1266@example.com,916-555-2266,999-76-2266,4701 Lincoln Way,Dana Point,California,CA,42049,High School or Below,Unemployed,Married,Private Renting,13,15,49146.77,2,1102.78,2,462
201267,C006267,Evangeline Colliver,Female,evangeline.colliver1267@samplemail.test,818-555-2267,999-77-2267,3982 Market Way,Santa Maria,California,CA,37709,High School or Below,Unemployed,Single,Public Housing,11,12,50737.33,2,1166.1,2,718
201268,C006268,Roosevelt Peacham,Male,roosevelt.peacham1268@samplemail.test,415-555-2268,999-78-2268,2304 Vista Boulevard,Whittier,California,CA,41081,High School or Below,Medical Leave,Married,Owner Occupier,14,11,48446.87,3,1357.12,0,554
201269,C006269,Buck O'Hara,Male,buck.ohara1269@samplemail.test,650-555-2269,999-79-2269,3353 Market Boulevard,Anaheim,California,CA,92805,High School or Below,Unemployed,Married,Public Housing,8,15,46898.41,1,245.94,0,610
201270,C006270,Wynnie Whether,Male,wynnie.whether1270@mortgage-demo.local,805-555-2270,999-80-2270,9939 Sunset Boulevard,Truckee,California,CA,41110,College,Unemployed,Single,Living with parents/guardian,9,11,47340.2,1,1408.77,1,645
201271,C006271,Dalia Crist,Female,dalia.crist1271@example.com,510-555-2271,999-81-2271,1269 Maple Court,Encino,California,CA,46330,Bachelor,Unemployed,Married,Private Renting,14,14,52835.89,1,1301.2,1,648
201272,C006272,Buck Dicki,Female,buck.dicki1272@example.com,202-555-2272,999-82-2272,4684 Sunset Street,San Francisco,California,CA,94105,Bachelor,Retired,Divorced,Public Housing,8,7,52451.14,1,68.3,1,733
201273,C006273,Bennett Tremain,Male,bennett.tremain1273@mortgage-demo.local,714-555-2273,999-83-2273,7506 Lincoln Court,Newport Beach,California,CA,92660,Bachelor,Employed,Single,Owner Occupier,20,4,46723.21,1,1013.45,0,850
201274,C006274,Esma Kozey,Female,esma.kozey1274@mortgage-demo.local,310-555-2274,999-84-2274,592 Maple Avenue,Belmont,California,CA,43749,College,Employed,Married,Owner Occupier,10,13,50864.75,1,1233.45,2,526
201275,C006275,Daryl Petruk,Female,daryl.petruk1275@syntheticmail.test,626-555-2275,999-85-2275,1849 Maple Way,San Francisco,California,CA,44189,High School or Below,Employed,Married,Public Housing,11,14,50701.23,3,1152.5,2,532
201276,C006276,Delmer Gutkowski,Male,delmer.gutkowski1276@samplemail.test,619-555-2276,999-86-2276,6143 Market Drive,San Francisco,California,CA,52253,Bachelor,Unemployed,Single,Public Housing,17,14,49697.93,2,1507.24,0,567
201277,C006277,Ima O'Hara,Female,ima.ohara1277@samplemail.test,619-555-2277,999-87-2277,1545 River Way,Torrance,California,CA,90503,Bachelor,Employed,Married,Owner Occupier,10,9,42305.35,1,1053.97,0,409
201278,C006278,Leonor O'Hara,Female,leonor.ohara1278@example.com,415-555-2278,999-88-2278,2485 Vista Court,San Lorenzo,California,CA,47562,High School or Below,Employed,Married,Owner Occupier,9,11,50214.25,2,1288.13,0,615
201279,C006279,Lelia Vincent,Female,lelia.vincent1279@mortgage-demo.local,415-555-2279,999-89-2279,4913 Hillcrest Street,Fullerton,California,CA,92635,Doctor,Employed,Married,Private Renting,24,19,43936.64,1,2739.97,1,810
201280,C006280,Charles Turcotte,Male,charles.turcotte1280@samplemail.test,650-555-2280,999-10-2280,7927 River Way,Alhambra,California,CA,91801,High School or Below,Employed,Single,Owner Occupier,3,4,47294.78,1,182.53,1,516
201281,C006281,Wes Lesch,Male,wes.lesch1281@example.com,415-555-2281,999-11-2281,2320 Sunset Road,Concord,California,CA,94520,Bachelor,Unemployed,Single,Owner Occupier,12,29,58708.12,1,13398.29,1,773
201282,C006282,Lowell Hintz,Female,lowell.hintz1282@syntheticmail.test,213-555-2282,999-12-2282,1972 Pine Way,North Hills,California,CA,43485,Doctor,Disabled,Divorced,Private Renting,6,13,49010.51,3,1287.68,2,737
201283,C006283,Rebe Klaggeman,Female,rebe.klaggeman1283@example.com,510-555-2283,999-13-2283,6008 Cedar Road,Roseville,California,CA,47415,High School or Below,Employed,Married,Public Housing,15,12,46119.54,2,1481.98,1,549
201284,C006284,Caritta Sicely,Male,caritta.sicely1284@example.com,916-555-2284,999-14-2284,7515 Oak Court,Encino,California,CA,91316,Bachelor,Unemployed,Married,Owner Occupier,8,8,56995.0,1,546.39,1,850
201285,C006285,Zoey Marquardt,Male,zoey.marquardt1285@samplemail.test,714-555-2285,999-15-2285,6866 Oak Avenue,Newport Beach,California,CA,92660,Bachelor,Employed,Single,Owner Occupier,18,6,44139.32,1,996.58,0,831
201286,C006286,Griff Beer,Male,griff.beer1286@samplemail.test,805-555-2286,999-16-2286,5869 River Street,Beaumont,California,CA,53632,High School or Below,Unemployed,Single,Owner Occupier,10,12,48570.59,3,1429.27,1,630
201287,C006287,Joanny Treutel,Female,joanny.treutel1287@samplemail.test,650-555-2287,999-17-2287,376 Market Street,Healdsburg,California,CA,95448,College,Unemployed,Married,Public Housing,18,11,44068.03,2,1817.88,1,726
201288,C006288,Evangeline Kleingrub,Male,evangeline.kleingrub1288@example.com,714-555-2288,999-18-2288,564 Cedar Avenue,Vacaville,California,CA,95687,College,Unemployed,Single,Owner Occupier,8,12,44541.21,2,398.24,1,556
201289,C006289,Archaimbaud Grimm,Male,archaimbaud.grimm1289@samplemail.test,619-555-2289,999-19-2289,935 Market Lane,Sacramento,California,CA,50758,High School or Below,Employed,Married,Owner Occupier,10,11,47836.1,2,1754.88,2,534
201290,C006290,Oswald Whether,Female,oswald.whether1290@samplemail.test,714-555-2290,999-20-2290,1081 Vista Way,San Diego,California,CA,39908,College,Unemployed,Single,Owner Occupier,12,12,50113.58,1,931.41,0,483
201291,C006291,Berky Bernhard,Male,berky.bernhard1291@samplemail.test,818-555-2291,999-21-2291,809 Sunset Lane,Concord,California,CA,46447,Bachelor,Unemployed,Single,Private Renting,12,11,50232.48,2,1180.67,1,595
201292,C006292,Delta Toffanini,Female,delta.toffanini1292@syntheticmail.test,949-555-2292,999-22-2292,8519 Maple Court,San Leandro,California,CA,38178,College,Employed,Married,Owner Occupier,9,11,47772.13,1,1271.94,1,722
201293,C006293,Jennyfer McReynold,Female,jennyfer.mcreynold1293@example.com,805-555-2293,999-23-2293,7089 River Lane,North Hills,California,CA,91343,Doctor,Disabled,Divorced,Private Renting,35,17,56941.53,2,120.77,0,797
201294,C006294,Curt Lesch,Female,curt.lesch1294@mortgage-demo.local,949-555-2294,999-24-2294,472 Maple Boulevard,Santa Maria,California,CA,93455,High School or Below,Unemployed,Single,Owner Occupier,17,8,44686.74,3,425.81,1,702
201295,C006295,Norberto Zulauf,Female,norberto.zulauf1295@mortgage-demo.local,949-555-2295,999-25-2295,403 Maple Boulevard,Tahoe City,California,CA,96145,High School or Below,Unemployed,Married,Owner Occupier,7,0,44517.34,3,922.77,0,632
201296,C006296,Jennyfer Beer,Male,jennyfer.beer1296@syntheticmail.test,714-555-2296,999-26-2296,5323 Cedar Road,Goleta,California,CA,45861,Bachelor,Unemployed,Married,Private Renting,8,13,47756.53,1,1362.88,1,747
201297,C006297,Emelda Pays,Female,emelda.pays1297@syntheticmail.test,714-555-2297,999-27-2297,6229 Sunset Avenue,Torrance,California,CA,90503,Bachelor,Employed,Married,Owner Occupier,5,10,43763.65,2,1129.95,1,459
201298,C006298,Trent Towne,Male,trent.towne1298@syntheticmail.test,805-555-2298,999-28-2298,5402 River Lane,Healdsburg,California,CA,43104,College,Unemployed,Married,Public Housing,16,10,49967.9,2,1404.96,0,641
201299,C006299,Evangeline Bruen,Female,evangeline.bruen1299@mortgage-demo.local,510-555-2299,999-29-2299,715 Oak Road,Carson,California,CA,90749,Bachelor,Employed,Married,Owner Occupier,12,8,46789.44,1,1328.0,1,810
201300,C006300,Any Willms,Male,any.willms1300@samplemail.test,916-555-2300,999-30-2300,296 Maple Street,Long Beach,California,CA,90815,College,Employed,Married,Public Housing,17,2,52389.97,1,168.07,1,637
201301,C006301,Kurtis Jurgensen,Female,kurtis.jurgensen1301@samplemail.test,213-555-2301,999-31-2301,6686 Pine Lane,Freedom,California,CA,95019,College,Employed,Married,Owner Occupier,12,25,47794.83,1,5568.37,1,662
201302,C006302,Cordie Lahy,Male,cordie.lahy1302@syntheticmail.test,619-555-2302,999-32-2302,2276 Sunset Way,Anderson,California,CA,96007,College,Employed,Married,Private Renting,22,28,56930.98,2,701.54,1,577
201303,C006303,Minta Jurgensen,Female,minta.jurgensen1303@syntheticmail.test,714-555-2303,999-33-2303,4190 Oak Boulevard,Los Angeles,California,CA,38882,High School or Below,Unemployed,Married,Private Renting,10,12,49016.46,3,1121.52,1,701
201304,C006304,Ervin Batz,Male,ervin.batz1304@samplemail.test,949-555-2304,999-34-2304,4386 Vista Lane,Tustin,California,CA,45304,Bachelor,Unemployed,Single,Owner Occupier,12,11,47841.98,3,1228.45,2,747
201305,C006305,Branson O'Kon,Male,branson.okon1305@example.com,714-555-2305,999-35-2305,7549 River Court,Modesto,California,CA,95350,High School or Below,Unemployed,Single,Owner Occupier,0,9,42759.33,2,0.0,0,381
201306,C006306,Carmine Hills,Male,carmine.hills1306@syntheticmail.test,619-555-2306,999-36-2306,9783 Lincoln Avenue,Studio City,California,CA,49849,Doctor,Employed,Single,Living with parents/guardian,8,15,47764.76,2,1566.18,1,810
201307,C006307,Iolanthe Lutwyche,Male,iolanthe.lutwyche1307@samplemail.test,650-555-2307,999-37-2307,9293 Oak Way,Anderson,California,CA,45685,College,Employed,Married,Private Renting,11,15,49450.51,1,1171.05,2,694
201308,C006308,Neal Quitzon,Male,neal.quitzon1308@syntheticmail.test,213-555-2308,999-38-2308,2257 Lincoln Court,La Mirada,California,CA,40612,Bachelor,Disabled,Married,Living with parents/guardian,9,14,51897.17,1,1252.67,1,615
201309,C006309,Madelle Wiza,Male,madelle.wiza1309@mortgage-demo.local,805-555-2309,999-39-2309,3810 Market Way,Petaluma,California,CA,94954,Bachelor,Medical Leave,Married,Owner Occupier,0,20,44749.54,1,1580.75,0,469
201310,C006310,Beverlee Baumbach,Male,beverlee.baumbach1310@syntheticmail.test,818-555-2310,999-40-2310,4329 Cedar Boulevard,Petaluma,California,CA,37298,Bachelor,Medical Leave,Married,Private Renting,9,11,49829.41,2,1106.12,1,702
201311,C006311,Bernelle Flatley,Female,bernelle.flatley1311@example.com,619-555-2311,999-41-2311,9890 Maple Lane,Roseville,California,CA,47415,High School or Below,Employed,Married,Public Housing,16,11,49330.0,1,1403.18,1,592
201312,C006312,Kariane Zulauf,Female,kariane.zulauf1312@syntheticmail.test,626-555-2312,999-42-2312,3056 Vista Street,Chino Hills,California,CA,38031,Master,Employed,Divorced,Owner Occupier,11,12,50323.02,3,902.52,0,721
201313,C006313,Loren Powlowski,Male,loren.powlowski1313@syntheticmail.test,714-555-2313,999-43-2313,471 Vista Drive,San Francisco,California,CA,49644,Bachelor,Employed,Married,Owner Occupier,13,7,47215.52,2,1502.58,2,612
201314,C006314,Johnathan Boyland,Male,johnathan.boyland1314@mortgage-demo.local,202-555-2314,999-44-2314,1209 Hillcrest Way,Costa Mesa,California,CA,92627,Master,Employed,Married,Private Renting,4,13,50907.79,2,1210.6,0,559
201315,C006315,Wilmette Spinka,Male,wilmette.spinka1315@samplemail.test,949-555-2315,999-45-2315,3528 Sunset Lane,Orinda,California,CA,94563,Bachelor,Employed,Single,Private Renting,16,20,43672.96,2,66.53,1,850
201316,C006316,Trent Klimontovich,Female,trent.klimontovich1316@syntheticmail.test,818-555-2316,999-46-2316,4879 Lincoln Avenue,San Jose,California,CA,47737,Bachelor,Employed,Married,Private Renting,10,10,46353.12,1,1517.17,1,657
201317,C006317,Kaine Mayert,Male,kaine.mayert1317@example.com,213-555-2317,999-47-2317,4674 Sunset Lane,Fontana,California,CA,92335,Doctor,Employed,Single,Owner Occupier,7,4,44330.01,1,1142.25,0,617
201318,C006318,Loren Ollivier,Female,loren.ollivier1318@example.com,310-555-2318,999-48-2318,5255 Oak Boulevard,San Jose,California,CA,95136,College,Employed,Divorced,Public Housing,11,4,51247.13,1,191.47,2,411
201319,C006319,Jettie Cronin,Male,jettie.cronin1319@example.com,415-555-2319,999-49-2319,878 Vista Way,Tustin,California,CA,92780,Bachelor,Unemployed,Single,Owner Occupier,7,24,47772.65,2,2829.19,0,784
201320,C006320,Roosevelt Ovitz,Female,roosevelt.ovitz1320@example.com,650-555-2320,999-50-2320,5882 Cedar Way,Stockton,California,CA,41315,Bachelor,Employed,Married,Owner Occupier,12,10,49809.46,3,1315.99,2,597
201321,C006321,Kelvin Rath,Male,kelvin.rath1321@samplemail.test,714-555-2321,999-51-2321,6182 Vista Lane,Alhambra,California,CA,91801,High School or Below,Employed,Single,Owner Occupier,4,6,48877.22,1,307.46,0,589
201322,C006322,Trent Klaggeman,Male,trent.klaggeman1322@samplemail.test,805-555-2322,999-52-2322,779 Sunset Avenue,San Jose,California,CA,95122,Bachelor,Employed,Married,Owner Occupier,26,12,54381.17,2,3367.8,1,740
201323,C006323,Nobe Kleingrub,Male,nobe.kleingrub1323@samplemail.test,202-555-2323,999-53-2323,7314 Cedar Street,Los Angeles,California,CA,50435,High School or Below,Employed,Married,Living with parents/guardian,11,13,48040.34,1,1288.81,0,696
201324,C006324,Kania Patkin,Male,kania.patkin1324@example.com,949-555-2324,999-54-2324,9015 Market Street,Woodland Hills,California,CA,40993,Master,Disabled,Divorced,Owner Occupier,11,12,50908.33,2,1164.51,1,559
201325,C006325,Raheem White,Female,raheem.white1325@syntheticmail.test,818-555-2325,999-55-2325,8361 Pine Drive,San Francisco,California,CA,94103,Bachelor,Unemployed,Single,Owner Occupier,5,14,44771.74,3,607.37,1,696
201326,C006326,Norberto Reilly,Male,norberto.reilly1326@syntheticmail.test,949-555-2326,999-56-2326,3956 Sunset Court,San Jose,California,CA,95118,College,Employed,Married,Private Renting,13,5,43169.84,1,1004.63,2,769
201327,C006327,Sydnee Carroll,Male,sydnee.carroll1327@syntheticmail.test,805-555-2327,999-57-2327,9921 River Road,Anderson,California,CA,45685,College,Employed,Married,Private Renting,13,14,48460.94,2,1402.73,1,744
201328,C006328,Susanna Smitham,Female,susanna.smitham1328@samplemail.test,213-555-2328,999-58-2328,9579 Lincoln Boulevard,San Francisco,California,CA,94105,Bachelor,Retired,Divorced,Public Housing,12,10,47463.67,1,183.85,2,839
201329,C006329,Hershel Whether,Female,hershel.whether1329@samplemail.test,213-555-2329,999-59-2329,3563 Sunset Boulevard,Encino,California,CA,46330,Bachelor,Unemployed,Married,Private Renting,13,14,50605.15,3,1254.38,1,542
201330,C006330,Brannon Feilden,Female,brannon.feilden1330@example.com,619-555-2330,999-60-2330,4886 Cedar Street,North Hills,California,CA,91343,Doctor,Disabled,Divorced,Private Renting,35,16,57948.25,1,455.59,0,802
201331,C006331,Gilbert Hills,Female,gilbert.hills1331@syntheticmail.test,202-555-2331,999-61-2331,9719 Vista Way,Hesperia,California,CA,92345,High School or Below,Employed,Married,Owner Occupier,26,18,54085.25,2,677.75,2,660
201332,C006332,Einar Waggatt,Female,einar.waggatt1332@example.com,916-555-2332,999-62-2332,5645 Pine Road,Los Angeles,California,CA,90001,High School or Below,Employed,Married,Owner Occupier,11,17,46199.33,1,0.0,1,661
201333,C006333,Any Cronin,Male,any.cronin1333@syntheticmail.test,510-555-2333,999-63-2333,2791 Cedar Road,Fontana,California,CA,43925,Doctor,Employed,Single,Public Housing,10,15,48417.07,3,1178.5,1,698
201334,C006334,Julian Crosetti,Male,julian.crosetti1334@mortgage-demo.local,805-555-2334,999-64-2334,9447 River Drive,Studio City,California,CA,91604,Doctor,Employed,Single,Owner Occupier,22,21,48881.78,1,814.15,1,774
201335,C006335,Jalyn Hessel,Female,jalyn.hessel1335@example.com,650-555-2335,999-65-2335,155 Hillcrest Street,Santa Maria,California,CA,93455,High School or Below,Unemployed,Single,Owner Occupier,18,11,46121.28,3,474.04,1,759
201336,C006336,Juwan Mannix,Female,juwan.mannix1336@syntheticmail.test,805-555-2336,999-66-2336,1694 Hillcrest Drive,Huntington Beach,California,CA,48940,Bachelor,Unemployed,Divorced,Private Renting,15,14,46381.92,2,1313.23,1,574
201337,C006337,Oswald Inge,Female,oswald.inge1337@example.com,650-555-2337,999-67-2337,1865 Market Avenue,San Jose,California,CA,95125,Master,Unemployed,Married,Owner Occupier,7,7,44892.3,1,780.2,2,712
201338,C006338,Norberto Okuneva,Male,norberto.okuneva1338@samplemail.test,510-555-2338,999-68-2338,1260 River Court,Chatsworth,California,CA,52048,College,Employed,Married,Private Renting,13,18,46314.32,2,1332.25,2,568
201339,C006339,Leonor Bernhard,Female,leonor.bernhard1339@samplemail.test,310-555-2339,999-69-2339,9793 Pine Street,Aptos,California,CA,49497,College,Employed,Single,Private Renting,10,11,47597.07,2,1133.32,1,700
201340,C006340,Effie Harvey,Male,effie.harvey1340@samplemail.test,818-555-2340,999-70-2340,5287 Vista Street,San Jose,California,CA,95124,Bachelor,Employed,Married,Owner Occupier,26,15,60315.72,2,1469.18,0,630
201341,C006341,Bobbie Deckow,Male,bobbie.deckow1341@mortgage-demo.local,619-555-2341,999-71-2341,1601 Market Drive,Modesto,California,CA,36975,High School or Below,Unemployed,Single,Private Renting,12,13,52235.66,3,847.59,1,698
201342,C006342,Ansley Mannix,Male,ansley.mannix1342@syntheticmail.test,310-555-2342,999-72-2342,5012 Lincoln Way,La Mirada,California,CA,40612,Bachelor,Disabled,Married,Living with parents/guardian,11,10,48233.29,3,961.79,1,532
201343,C006343,Effie Spinka,Female,effie.spinka1343@samplemail.test,415-555-2343,999-73-2343,3536 Pine Way,Studio City,California,CA,37562,Doctor,Employed,Single,Living with parents/guardian,13,12,46425.53,1,959.02,2,562
201344,C006344,Wilie Ortiz,Female,wilie.ortiz1344@samplemail.test,949-555-2344,999-74-2344,4430 Maple Lane,San Jose,California,CA,51110,College,Employed,Married,Public Housing,12,13,47680.19,2,1394.19,1,758
201345,C006345,Darill Marquardt,Female,darill.marquardt1345@mortgage-demo.local,916-555-2345,999-75-2345,2545 Oak Road,Burbank,California,CA,91502,College,Employed,Divorced,Owner Occupier,15,0,44050.0,1,2501.38,0,704
201346,C006346,Buck Towne,Male,buck.towne1346@mortgage-demo.local,213-555-2346,999-76-2346,133 Pine Drive,Newport Beach,California,CA,38559,Bachelor,Employed,Single,Owner Occupier,12,12,47893.31,3,1270.56,0,709
201347,C006347,Bobbie Armstrong,Female,bobbie.armstrong1347@samplemail.test,202-555-2347,999-77-2347,6317 Maple Street,Newport,California,CA,92657,College,Medical Leave,Single,Public Housing,14,17,44325.21,1,6952.14,0,426
201348,C006348,Galven Crist,Female,galven.crist1348@syntheticmail.test,949-555-2348,999-78-2348,9554 Hillcrest Road,Huntington Beach,California,CA,92648,Bachelor,Unemployed,Divorced,Owner Occupier,11,8,44030.54,2,935.3,0,727
201349,C006349,Prue Flatley,Male,prue.flatley1349@mortgage-demo.local,626-555-2349,999-79-2349,2438 Sunset Avenue,Goleta,California,CA,93117,Bachelor,Unemployed,Married,Private Renting,28,13,56727.58,1,562.89,0,850
201350,C006350,Othilia Hoeger,Female,othilia.hoeger1350@example.com,805-555-2350,999-80-2350,8632 Hillcrest Boulevard,San Jose,California,CA,51110,College,Employed,Married,Public Housing,11,11,48035.19,2,1485.26,1,814
201351,C006351,Madelle Hodgon,Male,madelle.hodgon1351@samplemail.test,310-555-2351,999-81-2351,5571 Oak Court,Modesto,California,CA,36975,High School or Below,Unemployed,Single,Private Renting,14,11,46210.27,2,1130.57,1,689
201352,C006352,Jalyn Colliver,Female,jalyn.colliver1352@example.com,202-555-2352,999-82-2352,7706 Hillcrest Court,West Hills,California,CA,49380,High School or Below,Unemployed,Single,Private Renting,13,12,50475.81,3,1158.89,2,715
201353,C006353,Jennyfer White,Female,jennyfer.white1353@syntheticmail.test,626-555-2353,999-83-2353,6182 Vista Boulevard,Lakewood,California,CA,40964,High School or Below,Disabled,Married,Public Housing,9,14,49754.96,3,997.86,1,550
201354,C006354,Magnum Pays,Male,magnum.pays1354@mortgage-demo.local,202-555-2354,999-84-2354,7215 Maple Street,San Francisco,California,CA,44453,Bachelor,Retired,Divorced,Owner Occupier,7,13,50557.4,1,1182.64,2,561
201355,C006355,Brennan Zulauf,Female,brennan.zulauf1355@syntheticmail.test,650-555-2355,999-85-2355,328 Maple Boulevard,Los Angeles,California,CA,90001,High School or Below,Employed,Married,Owner Occupier,12,13,46970.72,1,0.0,0,639
201356,C006356,Lowell Zulauf,Female,lowell.zulauf1356@mortgage-demo.local,949-555-2356,999-86-2356,5312 Oak Court,Truckee,California,CA,96161,College,Unemployed,Single,Public Housing,19,10,53094.34,3,2475.8,0,825
201357,C006357,Cynthy Dunnett,Female,cynthy.dunnett1357@samplemail.test,510-555-2357,999-87-2357,5426 River Street,San Jose,California,CA,95125,Master,Unemployed,Married,Owner Occupier,0,8,43589.59,3,768.28,0,721
201358,C006358,Maegan Fisher,Female,maegan.fisher1358@mortgage-demo.local,949-555-2358,999-88-2358,8425 Maple Boulevard,Aptos,California,CA,49497,College,Employed,Single,Private Renting,18,8,49936.26,3,1759.51,1,713
201359,C006359,Gayler Ollivier,Male,gayler.ollivier1359@example.com,805-555-2359,999-89-2359,2316 River Boulevard,Los Angeles,California,CA,38148,High School or Below,Employed,Married,Living with parents/guardian,8,14,48820.64,2,1168.94,0,730
201360,C006360,Barnie Klaggeman,Male,barnie.klaggeman1360@syntheticmail.test,619-555-2360,999-10-2360,800 Market Boulevard,Petaluma,California,CA,37298,Bachelor,Medical Leave,Married,Private Renting,12,12,51150.57,3,1035.38,2,767
201361,C006361,Enrique Ritchie,Female,enrique.ritchie1361@samplemail.test,650-555-2361,999-11-2361,3215 Market Court,San Jose,California,CA,44688,College,Employed,Divorced,Private Renting,15,13,51716.23,3,1194.23,1,715
201362,C006362,Ola Grimm,Male,ola.grimm1362@syntheticmail.test,310-555-2362,999-12-2362,7013 Cedar Boulevard,Truckee,California,CA,41110,College,Unemployed,Single,Living with parents/guardian,11,13,51156.54,3,897.82,1,510
201363,C006363,Buck Feilden,Female,buck.feilden1363@mortgage-demo.local,714-555-2363,999-13-2363,4700 Market Drive,San Francisco,California,CA,94103,Bachelor,Unemployed,Single,Owner Occupier,0,11,43828.85,2,845.47,2,757
201364,C006364,Evangeline Reaveley,Male,evangeline.reaveley1364@syntheticmail.test,310-555-2364,999-14-2364,4611 Oak Drive,Petaluma,California,CA,37298,Bachelor,Medical Leave,Married,Private Renting,15,10,47156.45,2,984.64,2,629
